id,wisata,review
1,pantai_melawai,pantai ini sangat indah ada baiknya sektor kebersihan lingkungannya di tingkatkan lagi tips untuk saya datanglah ketika air sedang pasang dan tidak surut pantai itu akan terlihat jauh lebih indah
1,pantai_melawai,kalau malam juga enak buat nongkrong sambil minum kopi dan cemilan sepanjang jalan banyak orang membuka lapak dan berjualan aneka makanan ringan dan minuman
1,pantai_melawai,suasana nya pas buat minum es kelapa muda sambil melihat sunset tapi jngan lupa sholat magrib bagi yg beragama islam
1,pantai_melawai,opsi wisata di balikpapan kl malam banyak stall makanan food street pilihan cukup banyak untuk kulineran sembari menikmati pantai
1,pantai_melawai,salah satu tempat nongkrong yang paling rame kalo weekend di balikpapan disini bisa cari makan sambil nunggu sunset yang cantik bisa juga buat yang mau nongkrong aja ada juga cemilan dan minuman dingin ada area depan di pinggir jalan
1,pantai_melawai,salah satu spot nongkrong orang orang balikpapan pantai yang langsung menghadap ke laut dan teluk balikpapan bisa langsung melihat kapal lalulalang di teluk balikpapan
1,pantai_melawai,biasa mampir ketempat ini setelah ke lapangan merdeka banyak jajan jga dipinggiran melawai ada pasar malam jga ada macam kek warung gtu mulai makanan ringan kek pisang goreng singkong goreng sosis sampai bakso dll untuk parkir ya bayar
1,pantai_melawai,panorama pantai yg indah dan ombak lautnya membuat pemandangan nyaman buat bersantai sambil menikmati mandi di tepi laut yg aman dan menyenangkan terutama anak anak bisa sambil bermain ombak ran berlarian dengan riangnya
1,pantai_melawai,bagus banget liat sunset di sini cuma makanan minuman di sini mahal mahal kalau ke sini mo makan minum harus nyiapin uang k lebih sih para pengamen di sini serem banget gak bakal pergi kalau gak di kasih uang di tungguin nya dong sampai di kasih
1,pantai_melawai,pantai yang cocok bila dikunjungi dengan keluarga untuk menikmati sunset walaupun kebetulan tiap kesana pas mataharinya ketutupan awan tempatnya strategis teletak di kota balikpapan pinggir jalan raya besar
1,pantai_melawai,duduk santai melihat laut dan kapal tongkang ditemani es kelapa muda dan jajanan kaki lima
1,pantai_melawai,bagus tempat untuk melihat matahari terbit kelihatan cantik sekali dan luas terbuka pemandangan matahari turun ke laut tapi banyak sekali gerobak jualan macam macam hrg sedikit lebih dr standar tdk ad bayar tiket masuk pantai tp gak bisa mandi d laut juga
1,pantai_melawai,tempat menikmati suasana laut sambil menikmati kuliner kaki lima berkunjung ke sini cocoknya saat sore hari selain cuaca tidak terlalu panas juga dapat menikmati momen sunset atau matahari tenggelam letaknya tepat di sisi jalan jadi tinggal memarkirkan motor di pinggir jalan langsung dapat menikmati suasana laut
1,pantai_melawai,tempat nyaman untuk melihat sunset banyak yg jualan makanan jajan atau mainan cocok untuk berkunjung bersama keluarga ada toilet dan musholla
1,pantai_melawai,tempat ini biasa digunakan sebagai tempat ngumpul dan nongkrong bersama keluarga teman pasangan ataupun kumpulan para komunitas berbagai makanan bisa kita nikmati di sepanjang deret jalan melawai kita bisa menikmati jagung bakar salome
1,pantai_melawai,tempat nongkrong pinggir laut banyak yg jual makanan parkiran luas liat sunset dr sini bagus banget
1,pantai_melawai,makan malam bersama keluarga sangat menyenangkan dengan tempat lesehan dan pilihan makanan nya beragam harga sedikit lebih pricey dari pada di tempat umum lainnya
1,pantai_melawai,pantai melawai salah satu tempat buat nongkrong nyantai bareng teman ataupun someone atau jg keluarga tercinta rindang saat siang hari di tambah semilir angin pantai di jamin bikin asik guys hanya saja sore hari baru ada pedagang
1,pantai_melawai,malam minggu paling enak nongki di melawai berbagai macam menu ada disini harga juga lumayan tapi rasa jangan ditanyalah
1,pantai_melawai,pas kesini siang sih jadinya masih sepi pemandangan nya lihat kapal kapal aja mungkin kalo dateng malam lebih bagus ya katanya banyak yg jual makanan
1,pantai_melawai,sunsetnya kerennn banyak yg jual makanan gampang aksesnya karena pinggir jalan mantappp
1,pantai_melawai,kawasan ini sudah sedari dulu menjadi tujuan utama masyarakat untuk bersantai ataupun sekadar berjalan jalan bersama keluarga ataupun teman terutama ketika sore dan malam hari namun ketika siang hari dimana kondisi air laut sedang surut
1,pantai_melawai,kalau mau healing n makan di pinggir laut ini tempat yg pas buat loe
1,pantai_melawai,tempatnya lumayan kurang terjaga kerapian dan kebersihannya parkir motor depan mata pun tetap bayar wak
1,pantai_melawai,sebenarnya saya suka tempat ini makanan lengkap minuman lengkap dan suasana menyenangkantapi saya tidak suka dengan pengamen yang membuat suasana jadi tidak menyenangkan
1,pantai_melawai,tempat nya nyaman buat kumpul bareng rekan kerja bareng keluarga juga mantapp
1,pantai_melawai,tempat untuk makan dan minum bersama keluarga tempatnya lumayan luas dan banyak pilihan makanan ada mushola parkir luas
1,pantai_melawai,tempatnya sangat bagus hanya perlu ditambah tempat sampah ditempat kuliner jajanan agar pengunjung tdk membuang sampah dipinggir laut
1,pantai_melawai,tempatnya asik tapi belum nyaman untuk pengelola mohon di perhatikan lagi struktur dan tata ruangnya di bangun lagi yg layak biar wisata lebih nyaman
1,pantai_melawai,makan dg view laut makanan yg kami beli b aja cuma tempatnya enak buat santai
1,pantai_melawai,tempat untuk jogging dan nongkrong enak untuk nongkrong sore hari
1,pantai_melawai,pantainya kotor banyak sampah pengunjung tiap sore pasti rame udah ada cafe buat duduk dan minum viewnya sih bagus aja ketersediaan tempat mandi dan toilet cukup banyak biaya masuknya juga murah kok dapat air mineral lagi buat
1,pantai_melawai,one of my favorite place to goo cocok banget buat ngeliat sunset anginnya sepoi sepoi bikin tenang dan tempatnya nyaman mau bawa keluarga atau teman atau pacar cocok banget makanan dan minuman yang dijual buat nemenin ngeliat sunset juga beragam harus bgt kesini
1,pantai_melawai,seru nih buat nongkrong bareng bestie harga kulinernya masih bersahabat tempat yang bagus untuk menikmati sunset
1,pantai_melawai,salah satu tempat tujuan wisata yang ikonik di balikpapan disini saat malam selalu ramai ada warung warung kecil yang berjualan dengan tempat makan lesehan dan ada juga cafe cafe kecil yg menjajakn minuman disini paling cocok untuk berkumpul bersama teman dan keluarga
1,pantai_melawai,tempatnya sejuk angin laut sepoi sepoi karena outdoor di bawah pohon ketapang dan pinggir laut sayangnya karena lesehan jadi berpasir makanan makannya juga kurang suka karena kadang sering dapet yang gak worth it sama harga
1,pantai_melawai,belum disebut pernah ke balikpapan kalau seseorang tidak mengenal tempat ini pantai melawai adalah pantai utama di sepanjang jalan sudirman balikpapan kalimantan timur pantai melawai juga merupakan tujuan wisata favorit di pusat kota
1,pantai_melawai,tarif masuk sangat murah dan di dalamnya terdapat berbagai cafe yang menyediakan aneka menu pada malam tertentu ada live musicnya
1,pantai_melawai,suka banget liat sunset disini klw sore apalgi skrg enak ad mesjid nya jdi memudahkan pengunjung buat sholat
1,pantai_melawai,tempat ini paling rame menjelang sore pinggiran penuh pedagang makanan minuman sambil nikmati sunset kita gak bs parkira di sisi kiri pinggir pantai karena khusus buat motor eaah malah ketemu tukang bakso di sisi kanan jalan
1,pantai_melawai,mantab bgt cocok utk berkumpul keluarga sambil ngopi dan melihat sunset di sore hari di dekat pintu masuk ada wahana bermain anak sedikit sih tp anak dah senang top deh
1,pantai_melawai,lumayanlah untuk sekedar berhenti lebih santai lagi kalau dsediakan kursi gitu sambil menikmati pantai tapi sayangnya kenapa banyak anjing yg berkeliaran disini ya mungkin suasana berbeda saat sore atau malam ya kebetulan saya pagi dsini krn sambil menunggu menjemput saudara yg turun dari kapal
1,pantai_melawai,sunsetnya luar biasa cantik sekali sayang pas saya sudah dtempat ternyata anak pengen pipis jd harus ke toilet umum dl dr jauh sdh memandang dengan takjub sayang sekali cm dpt foto sunset seperti ini pdhl sblmnya terlihat sangat luar biasa cantik
1,pantai_melawai,suasananya nyaman buat nongkrong walau beberapa kali kerap terganggu dengan pengemis atau pengamen yang terlalu sering datang padahal lagi makan
1,pantai_melawai,tempat untuk melihat indahnya pantai dan langit yang biru tempat yang sangat nyaman untuk menhilangkan lelah sangat cocok di pagi hari dan menjelang senja
1,pantai_melawai,tempat asik buat nongkrong ngopi dan bercerita tentang apa aja bersama kawan sahabat atau kekasih hehe
1,pantai_melawai,tempat yang nyaman untuk melepas penat anda bisa menikmati sunset di sepanjang jalan melawai
1,pantai_melawai,tempat nongki nunggu sunset murah meriah sayangnya banyak sampah dibuang sembarangan dipinggir pantai
1,pantai_melawai,pantainya cukup bagus sayangnya banyak sampah plastik jd mengurangi keindahan pantai perlu ada papan himbauan atau upaya kolektif bersih bersih sampah plastik di pantai ini
1,pantai_melawai,tempatnya sangat indah dan menenangkan mata anda akan dimanjakan dengan pemandangan yang begitu sejuk dan damai
1,pantai_melawai,tempat berkumpulnya warga yg ingin menikmati suasana pantai terutama sehabis olah raga pagi atau nongkrong di sore hari
1,pantai_melawai,tiap pinggir trotoarnya udh dikuasin sama penjual jd kalo mau ngambil sunset harus beli jajan disitu buat dpt view yg keren
1,pantai_melawai,tempat berwisata tengah kota inilah balikpapan mo kemana mana termasuk pantai tdk perlu jauh jauh karena pantai melawai yg letaknya dekat dengan lapmer ataupun pelabuhan walaupun tdk bisa bermain pasir pantainya tapi kalo
1,pantai_melawai,kenapa pilih mirandda salon kerna potong dan juga blow hair dan prodak bagus dan lengkap
1,pantai_melawai,mulai rame jam sore rekomendasi kalo ke melawe jam sore an lebih rame kalo berkunjung malam hari
1,pantai_melawai,icon wisata pantai dan kuliner balikpapan akses tengah kota dekat dengan lapangan taman kota meskipun harga makanan dan minuman lebih mahal semoga kedepan bisa membuka zona khusus umkm balikpapan dan menata jadi kawasan wisata kuliner dan pantai yang terpadu harga bersahabat tr s bi n
1,pantai_melawai,parkiran nya dipinggir jalan tukang parkir selalu ready utk merapikan kendaraan kita tempatnya luas banyak mejanya posisi meja yg dipilih akan menentukan kita makan
1,pantai_melawai,melawai memang asyik buat jalan jalan sore sambil ngabuburit juga ok ada musholanya juga jadi qman wisata tpi tetep bisa ibadah
1,pantai_melawai,tempat nya indah banget guyz n sangat ramai menjelang sore hari hingga larut malam berhubung saya cuma sampai jam siang jadi saya cuma bisa menampilkan ini aja guyz
1,pantai_melawai,ngarahin ke pantai melawai via goggle maps nyampenya kesini hehe tempat asik buat santai karena persis disamping teluk laut
1,pantai_melawai,best spot sunset bertahun tahun selalu jadi tempat sunset andalan sambil makan jagung bakar
1,pantai_melawai,pantainya bagus hanya kurang bersih karena banyak sampah dan minimnya kesadaran pengunjung untuk menjaga kebersihan
1,pantai_melawai,tempat nongkrong favorite dari masa ke masa menikmati panorama pantai balikpapan buat penggemar kuliner tepi pantai don t worry banyak booth disini
1,pantai_melawai,sangat relaxing crowded apalagi mendekati waktu sunset untuk orang orang berkumpul bercengkrama menikmati keindahan dan semilir angin or just having snack around because banyak sekali pedagang makanan di sepanjang jalan masuk hanya parkir saja
1,pantai_melawai,tempat untuk kumpul keluarga ada kuliner yg beragam dan permainan untuk anak mainan mulai rb permainan makanan mulai sd rb per porsi utk harga dan review lengkap ada di chanel youtube siska ayu tamara
1,pantai_melawai,kamarnya bersih layanan komplainnya cepat tanggap yg pasti makanannya enak semuanya lengkap semoga layanan nya semakin oke
1,pantai_melawai,tempat yg nyaman buat santai n kulineran apalagi kalau sore menjelang senja view pantai nya cantik banget kulinernya jg macam rame kalau weekend
1,pantai_melawai,sudah tahun ga ke sini semalem ke sini kaget juga harga jagung bakar dulu rb skrg udah rb
1,pantai_melawai,sunset cantik tanda magrib telah tiba bisa langsung sholat
1,pantai_melawai,tempat tongkrong ternyaman dan teririt di balikpapan bisa menikmati indahnya pantai dan panorama kapal kapal yang singah saya sarankan malam saat kesini karena kamu bisa melihat indahx lampu lampu kapal di laut
1,pantai_melawai,tempat yang bagus untuk menikmati berbagai macam kuliner jika di sore smpe malam hari kalau sore kita bisa menikmati indahnya sunset
1,pantai_melawai,pantai yang rekomended untuk para penikmat dan pencari view pemandangan jika beruntunf bisa mendapatkan view sunrise dan sunset yang epic
1,pantai_melawai,tempat santai pemandangan bagus bisa liat laut kapal klo sore sampai malam banyak kuliner
1,pantai_melawai,tempat yang menenangkan apalagi kalo kita kesana untuk sekedar melihat matahari terbenam lalu ketika adzan tinggal jalan kaki ke masjid yang ada di dekat pantai melawai ini banyak penjual kuliner juga disini gak perlu takut kelaparan atau kehausan recommended place
1,pantai_melawai,buat bersantai bareng keluarga membeli makanan dengan banyak pilihan
1,pantai_melawai,tempatnya sih ok view nya juga lumayan jajanan lengkap sayangnya banyak sampah berserakan plis jangan buang sampah sembarang dong gaes
1,pantai_melawai,pantai luar biasa dengan ombak yang sangat tenang sehingga bisa untuk berenang dan pastinya sangat nyaman tempat terbaik untuk lihat sunset dibalikpapan harus dan wajib buat dikunjungi kalau sedang ada di balikpapan selatan
1,pantai_melawai,tempat paling nyaman dikantong untuk menikmati sunset di balikpapan jagung bakar kelapa muda sekoteng mau makan malam sekalian juga bisa tapi sayangnya disini banyak pengamen dan pengemis
1,pantai_melawai,pantai melawai merupakan tempat yang ramai dibuat hangout oleh anak muda terutama sabtu malam banyak cafe pakai rombong yang berjualan saat malam minggu sehingga tambah
1,pantai_melawai,tempat nongkrong dan jajanan
1,pantai_melawai,harga tiket murah pemandangan nya bagus hanya saja tempat ibadah nya kurang bersih dan tidak menyediakan sendal jepit untuk wudhu dan tempat wudhu nya terbuka
1,pantai_melawai,pantai melawai langganan saya dan keluarga atau bersama kawan usai jam kantor tuk bersantai menikmati indahnya suasana dan melihat banyak kapal tanker yg sandar mau ke kilang pertamina banyak jajanan disini bahkan dulu ada rm pondok
1,pantai_melawai,jika kita mendengar kata pantai pasti di benak kita ada pasir yg terhampar disepanjang pantai bisa bermain air di pantai tak jarang juga ada beberapa pantai yang menyediakan berbagai macam wahana air tapi pantai melawai perbeda dari
1,pantai_melawai,pantainya bagus ada tempat untuk istirahat disitu ada yang jualan di ujung pantainya ada batu besar dan tebing yang bisa buat foto dan ada lapangan helikopter juga kalau sore rame orang lihat sunset karna pantainya di kota jadi banyak yang datang
1,pantai_melawai,lokasi tepi laut bayar parkir rb banyak penjual makanan dan minuman ada mushola juga cocok buat santai
1,pantai_melawai,pantai yg berada di pusat kota balikpapan tempat refreshing yg asik klw sore sampai malam jadi wisata kuliner dan tempat nongki
1,pantai_melawai,enak aja sih cuman ga berasa anginnya ya hehe apa karena malam
1,pantai_melawai,pantai melawai merupakan tempat yang asik untuk ngabuburide nongkrong menghabiskan waktu baik sendiri maupun bersama teman sore harinya memiliki sunset yang indah dan malam harinya pun sangat cocok untuk bersantai sekeder untuk melepas
1,pantai_melawai,salah satu tempat utk bersantai bermejeng ria bersama keluarga ataw teman sambil menikmati hembusan angin sepoi sepoi
1,pantai_melawai,melawai recomend sekarang tersedia seafood lebih bervariasi jualannya dan penataan juga rapi pelayanan ramah mantapp sukses trus melawai yaa makanan juga enak
1,pantai_melawai,kalo malam suka rame paling enak yaa sore gitu aga longgar nyantai sambil ngemil atau makan yg dijual disana ada pasar malamnya juga sayang lautnya kotor banget ngerusak pemandangan tipikal pantai yg bukan untuk berenang sih menurut aku cuman sekedar dinikmati apalagi kalo buat santai di sore hari
1,pantai_melawai,pantai melawai adalah pesisir pantai kota balikpapan tempat untuk bisa menikmati berbagai macam kuliner tanah air santai bersama keluarga teman dan kekasih sambil menikmati pemandangan laut dan kapal kapal yg berlabuh atau keluar masuk alur balikpapan baik itu kapal tanker kargo curah dan tugboat
1,pantai_melawai,pasar malamnya rame banyak permain gamenya hadiahnya bagus jg harga standar
1,pantai_melawai,nyaman untuk di kunjungi di saat sore dan malam hari pemandangan nya bagus mentari terbenam nya pun keren
1,pantai_melawai,tempat wisata ikonik kota balikpapan pendatang dari luar balikpapan belum afdhol klo belum datang kesini tempat wisata yang menawarkan suasana pinggir pantai dan kuliner biasanya saya dan keluarga klo kesini sore hari setelah ashar
1,pantai_melawai,tempat yang pas kalo mau nongkrong sore di sini view nya menghadap laut sayang jagung bakarnya ga ada yg jual toping keju susu
1,pantai_melawai,tmpt santai sore sore sembari menikmati sunset dari tepi pantai dengan banyak makanan dan camilan
1,pantai_melawai,tempat yang cocok untuk mencari ketenangan menatap gemerisik ombak bahkan sambil berwisata kuliner bersama orang tersayang pun bisa waktu terbaik menikmati pemandangan di pesisir balikpapan ini adalah saat matahari terbenam
1,pantai_melawai,lumayan buat nongkrong bareng temen ato keluargaangin pinggir laut sepoy teduh dan gak bikin bosenvarian jajanannya pun lumayan banyak pilihancobain geeezzz
1,pantai_melawai,pantai yang cocok untuk nongkrong sambil menikmati pemandangan kapal kapal di laut pantai ini tidak untuk mandi mandi sebagaimana pantai yang lain karena tidak ada pasir di tepinya
1,pantai_melawai,tempat yang asik untuk menikmati langit senja lokasi yg strategis karena tidak jauh dari pusat kota
1,pantai_melawai,salah satu tempat terbaik untuk melihat sunset di teluk balikpapan sekedar jalan sore di bibir pantai dengan orang yg kalian sayangi disini juga terdapat beberapa cafe yg langsung menghadap ke pantai yg bisa jadi salah satu tempat hangout bareng teman kamu enjoy the view guys you ll gonna love this place
1,pantai_melawai,setelah lama tutup karena psbb ppkm akhirnya buka alhamdulillah rame seperti biasa cocok untuk tempat nongkrong dan ngumpul rame untuk harga ya sedari dulu gak rekomendasi sih untuk makan besar soalnya gak sebanding harga dengan kualitas tapi untuk tempat ya nyaman apalagi angin lautnya
1,pantai_melawai,pantai ini cukup terkenal di balikpapan terletak di perkotaan yang dekat dengan rumah sakit pertamina disini banyak tempat makan kebetulan saya tidak mencoba untuk makan sayangnya pantai yang seharusnya menarik ini kotor andai dijaga
1,pantai_melawai,kalau beli pisang keju yang enak cari yang font pisang keju nya warna kuning ibu itu jualannya di belakang gerobak asongan warna biru
1,pantai_melawai,pantai tempat kumpulnya anak muda balikpapan dari berbagai komunitas kali ini club vespa ngadain acara mods may day
1,pantai_melawai,pantai dekat kota balikpapan yang bagus semoga kedepan kebersihan pantai ditingkatkan lagi yaa masih banyak sampah berserakan
1,pantai_melawai,tempat nyaman bersih tempat yg menyenangkan untuk menunggu mlm
1,pantai_melawai,sunset spot terbaik untuk menghabiskan sore dan terdekat di pusat balikpapan cuma tempatnya agak sedikit kotor
1,pantai_melawai,pantai nya lumayan bersih pemandangan nya masyaallah bagus sekali dan banyak orang yang jual makanan
1,pantai_melawai,ini tempat favorit saya dan juga tempat favorit bagi warga balikpapan untuk bersantai dari pagi hari sampai malam pagi untuk jogging atau duduk sambil menikmati pemandangan laut sore tempat yang cocok sekali untuk menikmati sunset sambil
1,pantai_melawai,agak kotor sih pantainya not bad lah banyak kepiting berlarian di pantai
1,pantai_melawai,kalo nyore disni bagus dekat dngn mesjid klo sdh slsai liat sunset bisa lngsng sholat maghrib pemandangan ny indah bgt bersih tp kalo mau nongki disini minum ribu good day segelas wkwk bawa ribu lah buat jajan salome sama good day trus bnyk pengamen
1,pantai_melawai,sayang banget banyak sampah pasir putihnya bagus ada beberapa tempat makan kalau mau ganti baju bisa pinjam toiletnya
1,pantai_melawai,pantai dengan pusat jajanan rakyat dengan harga terjangkau nikmati sunset sambil nyemil pisang gapit
1,pantai_melawai,ada yg jual masakan seafood enak dengan harga terjangkau
1,pantai_melawai,pantai yang berlokasi dijantung kota balikpapan tempat yang pas untuk menghabiskan senja bersama keluarga atau teman sembari melihat lalu lalang kapal kapal besar
1,pantai_melawai,ramai kalo sore hari kalau pagi lebih enak tidak berjejal namun penjual hanya khusus untuk sarapan
1,pantai_melawai,pemandangannya bagus sih cuma agak malas sama tukang parkirnya sama bocil yg jualan tisu datang datang meluk terus maksa dia juga ada ngambil barang kita kalo kita ga mau beli cukup meresahkan
1,pantai_melawai,strategis tempat melamun terbaik di balikpapan menikmatin angin pantai dan pemandangan laut secara free alias gratis kalau lapar atau haus tinggal jajan aja disesuaikan dg selera makan dan minummu maunya apa dan gimana favorit saya
1,pantai_melawai,indah bangettt cocok buat yg pengen merenung sambil cari inspirasi dikala lelah sehabis kerja wkwk
1,pantai_melawai,jorok dekil banyak sampah pelastik dan terlalu banyak penjual makanan
1,pantai_melawai,emm pantainya kalo pagi siang pas airnya lagi surut kotor dan bau banget tapi utk view kesananya cantiik
1,pantai_melawai,balikpapan yang diinget dluan pasti melawai kumpul bareng temen keluarga maupun rekan kantor juga bisa sambil menikmati aneka kuliner semoga virus corona segera hilang segala aspek bisa kembali
1,pantai_melawai,pantai buat makan siang atau makan sore tidan rekomen untuk berenang karena pantai pelabuhan
1,pantai_melawai,pantai dr jaman kecil smp sekarang punya anak kecil view relatif tp suasana masih sm spt dulu th an
1,pantai_melawai,bagus lumayan semoga semakin bersih pada sadar jgn buang sampah sembarangan d laut
1,pantai_melawai,banyak pilihan makanan di sini cocok bersama keluarga pantai melawai balikpapan sdh sangat terkenal lama di masy kaltim
1,pantai_melawai,suasana pantai yang bagus di sore hari menjelang malam melihat sunset di sore hari di kota balikpapan tempat rekomendasi untuk melepas penak sepulang kerja melihat kapal dan memikirkan rencana
1,pantai_melawai,enak buat santai sambil jajan telur gulung es campur dll pling ruamee malam minggu sama minggu malam kalo malam enak sambil makan jagung bakar cuma sayang pantai nya b aja sih
1,pantai_melawai,mampir siang tadi numpang istirahat tempatnya nyaman buat duduk di siang hari gak ada parkir liar atau pengamen jadi gak was sendiri
1,pantai_melawai,sunset point salah satu destinasi nongkrong sore murah meriah cuman ga terawat banyak sampah
1,pantai_melawai,setelah sekian tahun ga main ke tempat ini bisa mampir pas mudik seminggu lalu yg bkin nyaman dan di luar ekpektasi keberadaan mushola musholanya nyaman walau kecil dan sempit tp asli bersih penjaja makanan juga ga berubah menu nya
1,pantai_melawai,selalu menyenangkan menikmati sunset disini ketika cuaca bersahabat
1,pantai_melawai,pantainya bagus lumayan bersih para pedagang jg tertib pantai berdekatan dengan alun alun
1,pantai_melawai,cozy abis kalo menjelang maghrib sambil makan bakwan malang dan minum es teh
1,pantai_melawai,pantai yg harus di kelola supaya ada fasilitas umum wc kmmandi mushola dll yg bersih dan terjaga serta rapi
1,pantai_melawai,lokasi untuk lihat sunset keren banget dengan varian jajanan yang bisa di temuin disana banyak jenis makanan ringan dan berat jukirnya bener bener kerja dan rapih tpi kadang pengamen datang lebih dari kali tpi suaranya bagus keren deh
1,pantai_melawai,dr jalan raya bisa langsung lihat pantai tanpa terhalang bangunan apapun bisa lihat kapal
1,pantai_melawai,tempat paling ikonik di kota balikpapan belum ke balikpapan kalau belum ke daerah lapangan merdeka dan pantai melawai waktu yang tepat untuk berkunjung di sini adalah di sore hari sekitar jam sampai dengan jam karena anda akan
1,pantai_melawai,balikpapan merupakan pintu gerbang berbagai aktivitas di kalimantan timur ini menjadikan balikpapan banyak didatangi oleh wisatawan dari luar daerah yang ingin menikmati keindahan alam kalimantan khususnya kalimantan timur banyak pesona
1,pantai_melawai,jenis pantai yang asik buat nongkrong sore sambil makan jagung bakar atau bakso plus minum kelapa muda lokasi pinggir jalan raya minyak banyak pedagang makanan dan minuman harga mamin nya masih standar makin malam makin ramai maksimal hanya sampai jam malam untuk pedagang nya
1,pantai_melawai,ada tempat kuliner di tepi pantainya lumayan untuk menghabiskan malam bersama pasangan atau kerabat
1,pantai_melawai,tempat terbaik duduk melihat sunset banyak jajanan makanan berat jg minumnya ada mesjid jg tdk jauh arah ke pelabuhan
1,pantai_melawai,hanya perlu bayar parkir jika anda membawa mobil pantai disini masih sangat bersih
1,pantai_melawai,alternatif tempat murah untuk ngumpul bareng keluarga atau teman bisa liatin matahari terbenang
1,pantai_melawai,melawai pasti berbekas di seluruh hati warga balikpapan khususnya yg asli balikpapan sudahlah tempat ini pasti ada banyak kenangan indah bukan balikpapan namanya kalau tidak bersih warga juga ramah kecuali ibu penjual kacang kerupuk
1,pantai_melawai,sampah dimana tidak ada tempat sampah dan kurang kesadaran tuk membuang sampah pada tempatnya
1,pantai_melawai,recomended untuk yg mencari view bukan main air dipantai terlebih dekat dari pemukiman dan kota jadi air kurang baik untuk mandi menurut ku
